เลขทะเบียน,ประกอบธุรกิจ,หมวดธุรกิจ,สถานะ,วันที่จดทะเบียน,ทุนจดทะเบียน,Website,ก่อตั้งโดย,ที่ตั้ง,ชื่อบริษัทภาษาอังกฤษ,ชื่อบริษัทภาษาไทย,ข้อมูลสำหรับการติดต่อ,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,หลักทรัพย์,วันที่เลิก,เบอร์โทร,ข้อมูลสำหรับติดต่อ,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน,ธุรกิจ
'0105535057371,ผลิตและจำหน่ายบรรจุภัณฑ์และสิ่งพิมพ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,ยังดำเนินกิจการอยู่,,33400000,,,30/139 หมู่ที่ 1 นิคมอุตสาหกรรมสินสาคร ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,"PRECISION PRINT CO., LTD.",บริษัท พรีซิชั่น พริ้นท์ จำกัด,False,https://www.dataforthai.com/company/0105535057371/,,,,,,,,,,,,31 มีนาคม 2535,
'0107537002311,เช็คและเอกสารปลอดการปลอมแปลงและอื่นๆบัตรพลาสติก,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,251371104,,,41/1 หมู่ที่ 10 ซอยวัดสวนส้ม ถนนปู่เจ้าสมิงพราย ตำบลสำโรงใต้ อำเภอพระประแดง จ.สมุทรปราการ 10130,PLUS TECH INNOVATION PUBLIC COMPANY LIMITED,บริษัท พลัส เทค อินโนเวชั่น จำกัด (มหาชน),True,https://www.dataforthai.com/company/0107537002311/,,,PTECH,,,,,,,,,22 มิถุนายน 2537,
'0105532097673,ประกอบกิจการรับจ้างพิมพ์หนังสือ สิ่งตีพิมพ์,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,145000000,,,30/2 หมู่ 1 ถนนเจษฎาวิถี ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,,บริษัท พิมพ์ดี จำกัด,True,https://www.dataforthai.com/company/0105532097673/,,,,,,,,,,,,12 ตุลาคม 2532,
'0135535001669,ประกอบกิจการ รับจ้างพิมพ์,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,30000000,,,60/96 หมู่ที่ 19 ตำบลคลองหนึ่ง อำเภอคลองหลวง จ.ปทุมธานี ,"P.K. PRESS CENTER CO., LTD.",บริษัท พี.เค.เพรส เซ็นเตอร์ จำกัด,False,https://www.dataforthai.com/company/0135535001669/,,,,,,,,,,,,10 กรกฎาคม 2535,
'0105532032725,รับจ้างพิมพ์ถุงกระดาษและสิ่งพิมพ์ต่างๆ,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,100000000,,,"80/18,88/8 หมู่ที่ 4 ถนนศาลายา-นครชัยศรี ตำบลไทยาวาส อำเภอนครชัยศรี จ.นครปฐม 73120","PSP PO. SAENGTHONG PRESS CO., LTD.",บริษัท พีเอสพี ป.แสงทองการพิมพ์ จำกัด,True,https://www.dataforthai.com/company/0105532032725/,,,,,,,,,,,,10 เมษายน 2532,
'0105528004682,ประกอบกิจการรับพิมพ์สิ่งพิมพ์ต่างๆ และรับจ้างรูปลอกซิลสกรีน,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,40000000,,,161 ซอยสุขุมวิท 56 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร 10260,"POWER PRINTING CO., LTD.",บริษัท เพาเวอร์ การพิมพ์ จำกัด,False,https://www.dataforthai.com/company/0105528004682/,,,,,,,,,,,,6 กุมภาพันธ์ 2528,
'0105532104564,รับจ้างพิมพ์,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,32000000,,,"644,65/45 หมู่ที่ 5 ซอยนวมินทร์ 44 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร",,บริษัท ฟ้าอภัย จำกัด,False,https://www.dataforthai.com/company/0105532104564/,,,,,,,,,,,,1 พฤศจิกายน 2532,
'0115535008469,"ประกอบกิจการ ผลิตสติ๊กเกอร์,ขายสติ๊กเกอร์",การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,42000000,,,401 หมู่ที่ 4 ตำบลท้ายบ้าน อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,"FUH SHUEN STICKER CO., LTD.",บริษัท ฟู่ซุ่น สติ๊กเกอร์ จำกัด,False,https://www.dataforthai.com/company/0115535008469/,,,,,,,,,,,,26 พฤศจิกายน 2535,
'0105555095537,ผลิต เผยแพร่ และจัดจำหน่ายหนังสือและเอกสารทางสื่ออิเล็กทรอนิกส์,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,50000000,,,1000/9-10 ชั้น18 อาคารลิเบอร์ตี้พลาซ่า ซอยทองหล่อ ถนนสุขุมวิท55 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,4D BOOKS COMPANY LIMITED,บริษัท โฟร์ดี บุ๊คส์ จำกัด,False,https://www.dataforthai.com/company/0105555095537/,,,,,,,,,,,,2 กรกฎาคม 2555,
'0105535073953,จำหน่ายปลีกและให้เช่าซื้อ อุปกรณ์คอมพิวเตอร์ และบริการงานพิมพ์,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,50000000,,,844 ซอยหมู่บ้านสินธร แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,"MULTI SUPPLY TRADING (1992) CO., LTD.",บริษัท มัลติซัพพลายเทรดดิ้ง (1992) จำกัด,False,https://www.dataforthai.com/company/0105535073953/,,,,,,,,,,,,4 พฤษภาคม 2535,
'0105535038643,รับจ้างพิมพ์งานพิมพ์ทุกชนิด รับจ้างแกะบล็อกสิ่งโฆษณาและวัสดุสะท้อนแสงทุกชนิด,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,150000000,,,229/12 หมู่ที่ 12 ตำบลบางพลีใหญ่ อำเภอบางพลี จ.สมุทรปราการ 10540,"THE PEARL PRINTING CO., LTD.",บริษัท มุกไมตรีการพิมพ์ จำกัด,False,https://www.dataforthai.com/company/0105535038643/,,,,,,,,,,,,4 มีนาคม 2535,
'0115538004502,"คู่มือสำหรับใช้กับเครื่องใช้ไฟฟ้า อิเล็คทรอนิคส์ และรถยนต์,กล่องบรรจุภัณฑ์รับแปลข้อความในคู่มือ เช่น ญี่ปุ่นเป็นไทย อังกฤษเป็นไทย และอื่นๆ",การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,46000000,,,324 หมู่ที่ 4 ถนนสุขุมวิท ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,YAMAGATA (THAILAND) COMPANY LIMITED,บริษัท ยามากาตะ (ประเทศไทย) จำกัด,True,https://www.dataforthai.com/company/0115538004502/,,,,,,,,,,,,17 พฤษภาคม 2538,
'0215548001068,ผลิตสิ่งพิมพ์พลาสติก พิมพ์ลาย,การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ยังดำเนินกิจการอยู่,,48000000,,,64/44 หมู่ที่ 4 ตำบลปลวกแดง อำเภอปลวกแดง จ.ระยอง 21140,YOSHIMOTO FLEXO PRINTING (THAILAND) COMPANY LIMITED,บริษัท โยชิโมโตะ เฟล็กโซ่ พรินติ้ง (ประเทศไทย) จำกัด,True,https://www.dataforthai.com/company/0215548001068/,,,,,,,,,,,,12 พฤษภาคม 2548,
